r_projected_kpc,delta_sigma_cdm_tier1_msun_kpc2,delta_sigma_sidm_tier1_sigma_10p000,delta_sigma_sidm_tier1_sigma_20p000,delta_sigma_sidm_tier1_sigma_50p000,delta_sigma_sidm_tier1_sigma_100p000,delta_sigma_cdm_tier2_msun_kpc2,delta_sigma_sidm_tier2_sigma_10p000,delta_sigma_sidm_tier2_sigma_20p000,delta_sigma_sidm_tier2_sigma_50p000,delta_sigma_sidm_tier2_sigma_100p000,delta_sigma_cdm_tier3_msun_kpc2,delta_sigma_sidm_tier3_sigma_10p000,delta_sigma_sidm_tier3_sigma_20p000,delta_sigma_sidm_tier3_sigma_50p000,delta_sigma_sidm_tier3_sigma_100p000
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2173570475023514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4819581811036422,25231.88640579937,23461.458631372127,19519.32420606917,13714.10963927142,10613.203095838802,25233.882522355543,23497.411472288,19609.729480912567,13867.141091844533,10779.843562632575,25233.882522355543,23497.41251153511,19609.73056564817,13867.14219704899,10779.84466526557
1.804072235870285,300785.1918508028,293504.7786623337,253876.67789127043,185690.15833246012,145474.3666462163,300813.500280084,293727.2793646509,254663.65681085657,187310.46806015034,147365.60385059603,300813.500280084,293727.2951576068,254663.67336103215,187310.48506074448,147365.62093105022
2.196200050540016,1711193.9017716614,1738043.9824017033,1569524.055239544,1219088.3094962747,974243.3302340765,1711360.4013671149,1738174.904933597,1572164.544029056,1226647.0403333183,984273.2745352592,1711360.4013671149,1738175.0052730788,1572164.6492195097,1226647.148492978,984273.3833235101
2.6735596092499083,4633504.241976565,4801769.247235432,4481673.860662017,3639437.1515403134,2903049.582809933,4633984.472445703,4800452.941103958,4485238.707666305,3655843.866630041,2928918.093160575,4633984.472445703,4800453.2591794515,4485239.041291465,3655844.209993366,2928918.438824645
3.2546766322380094,10630102.944667147,11180173.547723811,10745638.247342508,9221245.225580148,7571944.395981699,10631226.637636334,11174059.208722278,10746086.419150094,9245815.88155846,7621084.802368719,10631226.637636334,11174060.020202288,10746087.270685647,9245816.758897115,7621085.686499456
3.962103535596159,19185696.77665905,20265314.290413648,19912965.739188395,17960945.61195743,15310165.515948638,19187834.815990172,20251489.038056903,19904163.30633458,17983492.70162228,15375953.020669967,19187834.815990172,20251490.765871,19904165.12001425,17983494.572207425,15375954.9078368
4.823294661991968,27329985.76396267,28826393.7063995,28735422.143305648,26996799.16776803,23995982.606388237,27333339.042968053,28804386.291035436,28713499.844463833,27002400.1718907,24053568.60862747,27333339.042968053,28804389.4573681,28713503.168442525,27002403.60268522,24053572.073231407
5.871671748956393,33376435.435619492,35067627.91450653,35255200.151139244,34126770.16671821,31505248.79105844,33381000.77650738,35038705.32361179,35220306.98612126,34107726.783047825,31532990.820216592,33381000.77650738,35038710.583591044,35220312.50788189,34107732.484298445,31532996.581008893
7.147920984212522,37102505.4839772,38856079.37840268,39262503.15451211,38808793.48294704,36956169.18948244,37108085.00841046,38821051.67225222,39215651.940003805,38763508.68684988,36943249.76195917,37108085.00841046,38821059.89543191,39215660.5722666,38763517.60077085,36943258.771024816
8.70157198512106,37316097.90382486,38990050.12599074,39504786.78628227,39556267.98932756,38496336.201143876,37322415.41106489,38950388.54651576,39448660.72334682,39488896.68925072,38444329.89295462,37322415.41106489,38950401.01405337,39448673.81071564,39488910.20353098,38444343.55202633
10.592919980436148,36369456.950996615,37907155.97392354,38460439.83793169,38823745.42312432,38343505.802857146,36376497.30952403,37864255.08061339,38397579.33641787,38739689.76256274,38260344.01142382,36376497.30952403,37864273.899166234,38397599.08907899,38739710.15749391,38260364.62358555
12.895365791812416,33985739.384693585,35347516.07500312,35885375.701850496,36399059.740520306,36288606.89569104,33993480.36770864,35302897.83077286,35818457.24925789,36303959.44723004,36183490.77755147,33993480.36770864,35302926.122756064,35818486.94198399,36303990.09991909,36183521.75246577
15.698264426783583,31232720.362929747,32410003.55354618,32905562.005197026,33470654.317925856,33574499.87641936,31241285.85913681,32365211.527889054,32837103.160447896,33369514.98890505,33455824.330625396,31241285.85913681,32365254.014212426,32837147.741923597,33369560.999463,33455870.81546613
19.110392833500455,28258936.943162583,29255319.18058679,29694358.846038558,30248866.825538736,30461708.418901872,28268521.929002374,29211908.6260502,29626788.162747767,30146219.106744926,30336860.132648773,28268521.929002374,29211972.15416583,29626854.806258593,30146287.862716418,30336929.58013549
23.264171396400208,25187669.516588543,26014838.41930157,26391928.245795935,26900108.790099952,27154243.904362142,25198563.00806102,25974340.44206065,26327543.50186311,26799995.501570705,27029569.490338642,25198563.00806102,25974434.66850393,26327642.31530247,26800097.404260237,27029672.389047205
28.32080300371041,22125356.75742187,22800043.988062553,23115695.224195074,23560028.081846908,23814751.58195147,22137970.76642126,22763933.57260035,23056616.764006034,23465973.810702205,23695561.254465807,22137970.76642126,22764071.249499474,23056761.07991386,23466122.566172738,23695711.42087742
34.476529127492626,19159594.79654362,19701026.285078466,19959457.593359187,20334413.19859798,20567402.44165541,19174494.786384597,19670711.80028831,19907607.693369932,20249424.453937124,20458033.46755267,19174494.786384597,19670907.948316272,19907813.18457175,20249636.15176905,20458247.117197007
41.97024570677324,16360623.65888155,16788646.843477935,16996148.250784278,17303690.081269052,17504697.71711084,16378527.657760464,16765443.245055022,16953216.58865264,17230236.077751976,17408552.28447379,16378527.657760464,16765710.902657337,16953496.783924047,17230524.560530514,17408843.368630547
51.09277439654571,13780270.679244684,14113993.525871372,14277735.025930466,14524075.116516873,14690366.432901986,13801982.313529627,14099052.715545997,14245110.589621922,14464043.520350805,14609925.970644116,13801982.313529627,14099391.480826953,14245464.823482795,14464407.962648524,14610293.664576985
62.19814898808264,11452734.090645436,11709652.067566136,11836867.228489907,12030225.177168483,12163411.658122977,11478900.446949463,11703735.20880986,11815419.668646406,11984734.311562255,12100105.987606443,11478900.446949463,11704108.25572992,11815808.962698977,11985134.384733196,12100509.663819179
75.71735501224364,9395788.29712962,9591301.387818936,9688768.053640293,9837892.76072039,9941806.023711637,9426357.456500944,9594264.897553869,9678349.66128853,9806832.222967535,9895610.856774935,9426357.456500944,9594567.777267229,9678664.068846423,9807154.476769656,9895936.15278486
92.17505574239229,7612587.770557324,7759816.778032882,7833562.584083996,7946815.350878339,8026135.194574843,7645916.432849343,7769759.124404853,7832176.523334939,7928059.621504312,7994843.322938634,7645916.432849343,7769801.126931089,7832215.79517672,7928097.585927032,7994881.92717856
112.20995371192339,6094544.33851867,6204368.941876303,6259547.089564081,6344402.371935231,6403832.873543415,6126366.792639189,6216644.001246347,6262383.17022376,6332890.118781581,6382184.023712902,6126366.792639189,6216175.3908380335,6261885.665631366,6332374.122643344,6381663.521600418
136.59957795112257,4823608.904651596,4904821.629067043,4945700.103354122,5008535.464783856,5052365.16113415,4846509.94191813,4911567.900809899,4944687.111858584,4995861.085923595,5031677.574120379,4846509.94191813,4910367.697875665,4943422.246907687,4994553.693175976,5030357.662058355
166.29045890464585,3757446.7758674426,3816400.265000642,3846347.419797326,3892460.906358889,3924533.016576836,3764049.6266497984,3809975.0284696966,3833626.153426868,3870345.1147187147,3896122.146923208,3764049.6266497984,3807997.028490617,3831547.292822377,3868198.7382720415,3893953.9035175755
202.43486207997077,2866399.2724188357,2907966.415692894,2929545.617902647,2963039.156840114,2986424.119332844,2850486.4491377734,2881912.641598496,2898474.5806180635,2924462.830963957,2942886.3871076317,2850486.4491377734,2879382.549229495,2895820.6624550708,2921724.934111483,2940119.3883026913
246.4355060132189,2102452.279064671,2129850.7076075887,2144796.02441894,2168602.3629187155,2185665.7200760017,2064896.1662709774,2085007.4201944259,2096123.7949258802,2114034.137605749,2127103.5187470196,2064896.1662709774,2082401.380353209,2093395.1466878648,2111221.5258611357,2124260.2144199573
300.0,1423297.6946148172,1439169.324376933,1448618.8589758114,1464467.2427158495,1476506.3024163197,1376130.511431033,1387465.8914338476,1394280.2092488012,1405818.744964586,1414725.888026335,1376130.511431033,1385322.4345603955,1392039.8364331042,1403511.5992007486,1412393.3011680578
